RegistrationNo,CompanyName,BuildingNumber,StreetName,TownName,CountrySubDivision,PostCode,Country
254900Z4LTNFZZJLOK87,DELTALEAN,Maubeugé,"60, Rue de Maubeuge",Paris,,75009,FR
254900VZ098N84FRQK36,Babel Acquisition Immo,Avénué,"35, Avenue Victor Hugo",Paris,FR-PDL,75016,FR
25490007SHHFC8U4ZB21,Ronna,Ier,"60, Rue François 1er",Paris,,75008,FR
254900IYTQX5SKYPJ772,LAMAZOU,Cul dé Sac,"24, Impasse Laurence Danily",Saint-Martin,,97150,FR
254900MTZRTMCXI1TQ14,CG INVEST,Veslé,"113, Rue de Vesle",Reims,,51100,FR
2549005QI9GATRACVM86,RS Partners,B,"115, Rue de la Tour",PARIS,,75016,FR
254900DURZ29QJLMEZ41,SPF-PL LEDUCQ,211 Parc de la Baie Orientalé,,Saint-Martin,,97150,FR
213800W7NE3JVMKE4P48,T.EN JGC CORAL NORTE FRANCE SNC,IMMEUBLE ORIGINE - CS,"2126, Boulevard de la Défense",NANTERRE,FR-NOR,92000,FR
2549002E44KLZX84GU16,BOREAL INDUSTRIAL FRANCE PROPCO 2 SCI,rué,"3-5, Rue Saint-Georges",Paris,,75009,FR
2549002IF2GOV17DX749,Glassbox Asset Management,placé,"7, Place Tristan Bernard",Paris,,75017,FR
254900D64B6VW4B3C928,CEL V SURY (FR) SCI,hoché,"8, Avenue Hoche",Paris,,75008,FR
2549001PCFSC94TQ2V66,SCI Emerald Arras 1,rué,"36, Rue Marbeuf",Paris,,75008,FR
2549003HIGY9EFOWSZ17,RELF France SPE 1 S.C.I.,,"72, Rue du Faubourg Saint-Honoré",Paris,FR-IDF,75008,FR
254900J6G53J6XD5BA80,NJNL OFFICE,,"4, Rue de Gerofosse",Étampes,,91150,FR
254900AOXQKJDTP28154,ACCOUNT,,"10, Rue de Penthièvre",Paris,FR-IDF,75008,FR
254900RJNT50N9YIQQ17,Infinite RCA,,"20, Rue du Clos des Aulnes",Saint-Brice-sous-Forêt,,95350,FR
2549004XDVBHDYVJ7V44,SCI ENCORE + BERGERE,,"11, Rue La Boétie",Paris,,75008,FR
2549007UG5AC3IPTM807,AFFILICLIC,Boite,"1, Rue de la Boîte À Bougies",Strasbourg,,67100,FR
254900QZMODMYZZ04B50,BGO Europe Core Plus Frozen Marseille SCI,avénue,"8, Avenue Hoche",Paris,,75008,FR
2549001JUZYPZYNTOP46,BGO Europe Core Plus Frozen Toulouse SCI,avénue,"8, Avenue Hoche",Paris,,75008,FR
2549001XAGHVJP3RA341,LIAVANLINA,,"7, Avenue Frédéric le Play",Paris,FR-IDF,75007,FR
254900XFXMQ8O8PRSA22,GEPE LILO PROPCO SCI,ruè,"5, Rue Saint-Georges",Paris,,75009,FR
254900VYFIP1MFKCZX87,Tech Mahindra France,"Pyramidè, Tour Atlantique","1, Place de la Pyramide",Puteaux,FR-IDF,92800,FR
254900SJR5YM4YR8A894,ZOLA FRANCE PROPERTIES I SNC,ävenue,"37, Avenue Pierre 1er de Serbie",Paris,,75008,FR
254900LNXD2EKO233666,ZOLA FRANCE PROPERTIES II SNC,avènue,"37, Avenue Pierre 1er de Serbie",PARIS,,75008,FR
2549005W8LR2DGR0BM91,AF CAPITAL SCP,NOUVELLÉ,"31, Boulevard de Bonne Nouvelle",PARIS,,75002,FR
254900EWRA4HL2WSXH82,MEL,,"3, Rue Gaston Couté",Paris,,75018,FR
2549002EAWQCC4IQZ161,GROUPE FAVILUME,,"36, Rue du Danube",Carquefou,,44470,FR
254900Y7WJH25HD6I472,AB FORMATIONS,,"34, Avenue des Champs-Élysées",Paris,FR-IDF,75008,FR
254900PHIBYHISQWNU63,IRETI CAPITAL,,"16, Rue Michelet",Asnières-sur-Seine,,92600,FR
254900S1MMX4PLKBSG31,VESS Aerospace,1 Sénté des Barils,,Andresy,,78570,FR
2549000DVPAJE6UHG037,BOURDET,Rué,"6, Rue de l'Iseran",Montigny-le-Bretonneux,,78180,FR
254900VBG854M1CH3O38,CERF II French Storage Bidco SAS,,"92, Avenue de Wagram",paris,,75017,FR
254900SB45N1WEYAMG46,Westminster Real Estate 2012 SARL,Laurèns,"14, Avenue Louis Laurens",Roquebrune-Cap-Martin,,06190,FR
254900H7QLBJGZEDCT59,KOHLER FRANCE,dé,"30, Boulevard de la Bastille",Paris,FR-IDF,75012,FR
254900FUSK7UAF9BAN57,OSS Ventures Partners,,"81, Rue Réaumur",Paris,FR-IDF,75002,FR
254900MFQFQW7G01WJ49,OSS Ventures,d'Émerainville,"52, Rue d'Emerainville",Croissy Beaubourg,FR-IDF,77183,FR
254900LVZIE02PUWMR85,Tomphi,"Rue Nicolas Leblanc, Zone Industrielle la Barbière",,Villeneuve-sur-Lot,,47300,FR
2549004DY3BDN92NJE74,Flegere Conseil,,"26, Rue de Constantinople",Paris,,75008,FR
254900JF5S02LWLX3633,RUEDHA,AVENUé,"34, Avenue Foch",PARIS,,94100,FR
2549001MAA7H8Z7D8293,DONNIYA HOLDINGS,95 Avenue Dé Paris,,Brunoy,,91800,FR
2549009D7IHEDVGYH382,PARADIUM CONSULTING,Rué,"9, Rue des Colonnes",Paris,,75002,FR
254900XEK6H3XJL36F51,Northlight,,"67, Rue Boissière",Paris,,75116,FR
25490007MSAPANRZXI58,DJLB F1,Rué,"8, Rue Alasseur",Paris,,75015,FR
254900YNDNGRSX992612,R&B Investments,rué,"1, Rue Pernelle",Paris,,75004,FR
254900JJ9FMB0RY3S436,Lauda Holding,SAINTS-PERES,"61, Rue des Saints-Pères",PARIS,,75006,FR
254900QIZMP52XR1ID86,Kadans Science Partner I FR SNC,dé,"183, Rue de Courcelles",Paris,FR-IDF,75017,FR
254900UHEGSDYN7GR264,Onda Invest,,"1, Rue de Stockholm",PARIS,,75008,FR
254900TCAFYKHYQC8429,CERF II ULOG FRENCH PROPCO VI SNC,dè,"92, Avenue de Wagram",Paris,,75017,FR
254900GKECCY4CER6036,GROUPE BG,37 STREET INDÜSTRY,,TOULOUSE,,31000,FR
254900WJY6WH5DNFJM82,R2MJ,,"20, Avenue de l'Hommelaie",Chambray-lès-Tours,,37170,FR
254900FOE2U0RDKX8R18,SCI GLP LORMAISON,Rué,"36, Rue Marbeuf",Paris,,75008,FR
2549002C5FR0Y157K682,SCI GLP Saint Martin 4,Rué,"36, Rue Marbeuf",Paris,,75008,FR
5493000M7J57YIM2DS30,Odeon consulting,Rué,"2, Rue Mabillon",Paris,,75006,FR
254900QDQZ8HSE6AZE49,H GOUVION,"33 avenué dé, 8-10 rué l'Etoilé","8, Avenue de Wagram",Paris,,75017,FR
5493000LXPNI5IOVOS98,Alpina Gestion,Ier,"60, Rue François 1er",Paris,,75008,FR
5493000KUIDYFRIXYU25,Ruwàh,Tremoillé,"1, Rue de la Tremoille",Frontenay-Rohan-Rohan,,79270,FR
254900OEPF73YSCIR108,SCI THUNDERBOLT,rué,"95, Rue La Boétie",Paris,,75008,FR
254900NAUYQ31OKVON09,NBC Paris,8 ävene Percier,,Paris,,75008,FR
254900Q3CRF5TZ490D24,GC PARTICIPATION,MARECHAL LéCLERC,"12, Rue du Maréchal Leclerc",AIRE-SUR-L'ADOUR,,40800,FR
254900CN4OXFSB6JFV29,VPSITEX HOLDINGS FRANCE SAS,,"8, Rue Bernard Buffet",PARÎS,,75017,FR
254900OY4S6ADD0VUR29,KERYANN INVESTMENT,CHAMPS ELYSEES AVENUé,"78, Avenue des Champs-Élysées",PARIS,FR-IDF,75008,FR
254900K901LKBEZEXN05,HPREF II POMPIDOU INVESTMENTS SCI,Eulér,"1, Rue Euler",Paris,,75008,FR
5493000GHKMFMA8GCY80,RFI4,Maurépas,"9, Rue de Maurepas",Rueil-Malmaison,,92500,FR
2549001P5MLOYUZLX470,T-Elites,Rué,"137, Rue du Professeur Paul Milliez",Champigny-sur-Marne,FR-IDF,94500,FR
5493000FZW6KETZVNV37,NH Investissement Patrimoine,"Evere, 1B","1, Rue de Genève",Cambrai,,59400,FR
5493000EQ9T2RZMQTZ89,HYNIX,Rué,"31, Rue de Paris",Maisons-Laffitte,,78600,FR
254900YJ8UO0NOE1DH81,SERTIC PONTAULT COMBAULT SCI,avénué,"53, Avenue Victor Hugo",Paris,,75116,FR
2549005M2E0SKVXAUV21,SERTIC CROISSY SCI,Avenué,"53, Avenue Victor Hugo",Paris,,75116,FR
254900FVWH3SQ7DM4863,SERTIC LE RHEU SCI,,"6, Rue de la Michodière",Paris,,75002,FR
2549005T8T086GHI5072,SERTIC RAISMES SCI,Avenué,"53, Avenue Victor Hugo",Paris,,75116,FR
254900PPNVINUNFX0F60,SERTIC SAINT LAURENT SCI,,"6, Rue de la Michodière",Paris,,75002,FR
254900TU0W7TAE60OK85,SERTIC VALENTON SCI,,"6, Rue de la Michodière",Paris,,75002,FR
5493000C9FTZHCY5FM80,RIMVEST,MARECHAL,"99, Rue du Maréchal Foch",TAVERNY,,95150,FR
5493000C9QJTGDBEUI34,LEVITT CAPITAL MANAGEMENT,Boulévard,"37-41, Boulevard Dubouchage",Nice,,06000,FR
254900RJCJ7IBU3GRU45,Yarok Capital,Lànnes,"55, Boulevard Lannes",Paris,FR-IDF,75116,FR
5493000BPBK5N71BPF58,MORGAN GIZARDIN AVOCAT,Rué L'Elysee,"16, Rue de l'Elysée",Paris,,75008,FR
2549006AJDDMWYUTQ270,NOMO BAUER SNC,37 AVENUE PIERRE IER DE SERBIÉ,,PARIS,,75008,FR
54930003FVSPVHFGUN40,Samuel AUZENET,Bureau 562,"78, Avenue des Champs-Élysées",Paris,,75008,FR
254900S8S58UOC8AOC62,LANA,JéAN,"7, Rue Jean Goujon",PARIS,,75008,FR
54930005QEXFRX5V8E45,Trend Analytica,dés,"87, Rue des Cormorans",Sete,,34200,FR
254900GYGUN62OXSVY86,SCI GLP ABLAINCOURT,Rué,"36, Rue Marbeuf",Paris,,75008,FR
2549000AWC588ANB3359,Lummene Investments,Chamonix-Mont-Blanc,"27, Avenue du Savoy",Annécy,FR-ARA,74400,FR
54930003UVREXDQFNH67,Libertify,rué,"118, Rue Lauriston",Paris,,75116,FR
549300026SMQTVQJQF34,BELLEVUE,Le Clos Chemin d'Yvandéau,"12, Rue du Coteau",La Fleche,,72200,FR
549300KQZQLIZSBAYP80,SAINT CLAIR,Ruè Saint-Clair,"5, Chemin de la Cure",Albi,,81000,FR
254900XHW41WARGC6711,Shariffofcapferrat,ChemÎn,"7, Chemin du Lido",Saint-Jean-Cap-Ferrat,FR-PAC,06230,FR
549300HWJZHTIKBJP397,101 INVESTMENT,dè,"34, Quai de Dion Bouton",Puteaux,,92800,FR
2549000EIPDSE13AZV74,ALTIMA,DÉS,"113, Carraire des Moines",SAINT-CYR-SUR-MER,,83270,FR
254900JKBVOFNNYUJF56,Voyage (France) Propco III,RUé,"183, Rue de Courcelles",PARIS,,75017,FR
254900ZZDEEMWBULQB72,CAJAL IMMO,"Avénue, Neuilly-sur-Seine","78, Avenue du Roule",Paris,,92200,FR
549300VA0CANJLYOK162,CHENAVARI ASSET MANAGEMENT,,"24, Avenue de la Grande Armée",PARIS,FR-75C,75017,FR
549300AIQCI8C42OXW41,HARES CAPITAL,Préssoir,"1, Rue du Pressoir",Nantes,,44300,FR
549300ERGK9YDJ18H760,EverLabs CAPITAL,placé,"4, Place Violet",Paris,,75015,FR
549300CGRYBVFYAESA56,WALDRON,Routé,"82, Route de Montesson",Le Vésinet,,78110,FR
2549008R2N18ZUWV6I12,BL FINANCE,Allauch,"6, Rue Pierre Curie",Marseillé,FR-PAC,13190,FR
254900RXG4J0LHCSL693,Salt Logistics HoldCo SAS,,"78, Avenue Raymond Poincaré",Paris,,75116,FR
549300ZSQCUWBWUCE607,Onexus,dès,"282, Avenue des Poilus",Marseille,,13012,FR
254900SXFE2NCK2IHU31,RUE DE LA PAIX PARIS SNC,37 Dé Serbié,Avenue Pierre 1er de Serbie,Paris,,75008,FR
254900OHB6IQAJRSAW75,RMS RACING,"C/o Ascot Domiciliation, Général","33, Boulevard du General Leclerc",Beausoleil,FR-PAC,06240,FR
549300NWQTK0NYIUO846,SM Predictive 50,14-16,"14/16, Boulevard Poissonnière",Paris,,75009,FR
2549004S2WLRYL6HAR70,Xebec 2,Boetié,"58 BIS, Rue La Boétie",Paris,,75008,FR
254900E9L86RM0PDH035,Lavansol M9,"de, Zone Industrielle Athelia IV","147, Avenue du Jujubier",La Ciotat,FR-PAC,13600,FR
254900LM5YKK4ZXVM184,Soleol IV,"de, Zone Industrielle Athélia IV, Batiment Les Falaises","147, Avenue du Jujubier",La Ciotat,FR-PAC,13600,FR
254900B2GZW9F4SU7X96,SCI HOLNA,clavéries,"4, Rue des Claveries",France,FR-BL,49124,FR
549300PQGALNUFNS5Q84,CEVIKO,,"488, Rue Albert Bailly",Marcq En Baroeul,,59700,FR
549300YQBOACSMRJVA70,MAMANI IT,äVENUE CEVENNES,"18, Avenue des Cévennes",Le cres,,34920,FR
254900CV4RNJ5F1FN695,LIBRE SERVICE SAINT JEAN,Angle des Rues Saint-Jean et Albert 1er,,Le Moule,,97160,FR
549300JKNOZJFSEAEN23,AENA RH,Ruè,"20, Rue Chateaubriand",Lyon,,69007,FR
5493005R8YXRCOLDIL57,CISCO SYSTEMS FRANCE SARL,"IMMEUBLE ATLANTIS, RUE CAMILLE DESMOULINS ZAC FORUM SEINE - ILOT 7",,ISSy LES MOULINEAUX,,92130,FR
25490044DXRX9XV8TS13,THOR 6 RUE DE SEVRES SNC,,"11-13, Cours Valmy",Paris,,92977,FR
254900HU3S0W5VS7DW92,RTINVEST,Sainte Ursulé,"13, Rue Sainte-Ursule",Toulouse,FR-OCC,31000,FR
549300WPXWLXP7TV4741,STICK STONE TECH,Dés,"1, Rue des Diables Bleus",Saverne,,67700,FR
254900LGX7YG7Y9YM766,POSEIDON BIDCO,placè,"12, Place Dauphine",PARIS,,75001,FR
549300UBHB34OPJFHW67,SBG SYSTEMS,1 Av.,Avenue Gustave Eiffel,Carrieres sur Seine,,78420,FR
254900F2S9LPTAW1CS68,KAUFEL SA,Route de Saint-Martin d'Ordon,,Piffonds,,89330,FR
549300ACFJTVLBCH2D93,PROVENCE SOPHICE,"Lotissement lés Albrands 3, Lieu-dit Les Fachins",,Saint-Sauveur,,05200,FR
2549003T1Z92GY4T5X95,TS PANTIN SCI,,"115, Rue Réaumur",Paris,,75002,FR
2549002N19KYV034GB85,Société Civile de Portefeuille CKD,bis Boulévard Beausejour,"61, Boulevard de Beauséjour",Paris,FR-IDF,75016,FR
549300A5DWTO1GZSFC92,IRSPham Invest,Marseilläis,"323, Chemin des Marseillais",Ventabren,,13122,FR
549300WRB8XLHQNU7N93,AS GROUPE,94 impasse la Caladé,,Le Thor,,84250,FR
25490044U9RTUSSL4193,H2C,"Védrines, Saint-Medard-en-Jalles","9, Allée Jules Védrine",Bordeaux,FR-NAQ,33160,FR
254900F969M474ZSAO21,Biome Capital,6 Francé,Avenue de France,Nantes,FR-PDL,44300,FR
549300OEB0W65KABE216,ACP Invest,,"16, Rue Edmond Rostand",RENNES,,35700,FR
549300H32E6GJAPFV379,MUGEN GROUP,rué,"6, Rue Jean du Bellay",PARIS,,75004,FR
549300EFXMNIOB1JPQ87,D&A HOLDING MOISAN SC,"CHEMIN MILLéT, 210",Prés du Millet,SAINT PHILBERT DE GRAND LIEU,,44310,FR
5493007VX1USGB0LH808,MORE GROUP,,"160, Avenue Olivier Heuzé",Le Mans,,72000,FR
549300JU6RVBDMNKFL56,Everest,Ruè,"9, Rue Kilford",Courbevoie,,92400,FR
5493006RZ6VCHCWYAO16,SCEA FINCA NMCH,Les Genèts,"55, Avenue des Épines",Le Vigeant,,86150,FR
549300IMADIDY4TZND61,JM Invest,d'Eguillès,"1500, Route d'Eguilles",Aix-En-Provence,,13090,FR
25490021U91EAAQ2TM28,Limflow,Rué Traversiere,"15, Rue Traversière",Paris,FR-BFC,75012,FR
5493001L6L9J0Z6NYR29,LA TAISSONNIERE,146 Chemin dé Chez Ferdinand,,Menthonnex-sous-Clermont,,74270,FR
25490010DKMZO3IR6J35,PROV DE FRA COOP PAROISSIAUX DU CHRIST R,"CPCR MAISON NAZARETH, 550 CHE DE NAZARETH",,CHABÉUIL,,26120,FR
254900S6PX5V23ARWY67,SERTIC SAINT PIERRE SCI,avénue,"53, Avenue Victor Hugo",Paris,,75116,FR
254900IYIQJES4VO8M87,SERTIC SAINT MITRE SCI,avenué,"53, Avenue Victor Hugo",Paris,,75116,FR
254900OBX8DM8QLV7814,SERTIC OSNY SCI,,"6, Rue de la Michodière",Paris,,75002,FR
2549001RBSIWP2WEWK88,SERTIC COIGNIERES SCI,,"6, Rue de la Michodière",Paris,,75002,FR
254900ESTQHMOKM45425,SERTIC CORBAS SCI,,"6, Rue de la Michodière",Paris,,75002,FR
2549005QMIHF88EZFQ58,SERTIC AURAY SCI,Avenué,"53, Avenue Victor Hugo",Paris,,75116,FR
549300M3G0WRDF8T1Y66,JACQUET PATRIMOINE,63 Allee Dès Buissons Villa Sainte Anne,,Toulon,,83000,FR
549300B66XAT1URJPP35,ALL CONSULTING,Rué Amsterdam,"11, Rue d'Amsterdam",Nancy,,54500,FR
5493005YF2P18HBR4U58,AMODI,,"30, Rue Maréchal Leclerc",Le Minihic-sur-Rance,,35870,FR
254900Z5KFYRM7Z7QL63,Galileo Global Education Operations,,"41, Rue Saint-Sébastien",Paris,,75011,FR
549300DFOMV7JGNP6P62,MMA RESURRECTION,Nationalé 9 Les Hourtoulanes,,Pia,,66380,FR
549300QOK2LFLSO4YV61,DIGITSTRAT,D'Armenonvillé,"2, Rue d'Armenonville",le chesnay-rocquencourt,,78150,FR
894500W7VR23TJ7KI515,ASSOCIATE ALLIED CHEMICALS EUROPE,39 AVENUE LOUISON BOBèT,,GRASSE,,06130,FR
254900GK706B06TDXU49,Emeraud Bidco Holding,Avenué,"11, Avenue Dubonnet",courbevoie,,92400,FR
969500PG6FDPDUKM4308,ATLAS,rué,"10, Rue de la Grande Truanderie",PARIS 1,FR-IDF,75001,FR
549300EDXHMYDGFCS622,Ecom Vibe,Champs-Elysées,"66, Avenue des Champs-Élysées",Paris,,75008,FR
54930071SW8INDH33133,M GESTION INVESTISSEMENT,rué,"17, Rue du Mont de Requillon",Allennes-les-Marais,,59251,FR
254900SB9I3HGIB1WF34,Taitbout SCI,avènuè,"15, Avenue Matignon",Paris,,75008,FR
549300V6LRUDXQLGZB04,ALGOL CAPITAL,avenué,"11, Avenue des Hortensias",Nantes,,44000,FR
254900AKWCB8LDD1GO14,KARST DEVELOPMENT,"La Cité-Limoilou, 19 Saint-Pierré",Rue Saint-Pierre,Belleau,FR-GES,54610,FR
254900M0MUAW9OQ6K123,MPPC Consultants,"Apt 13 Et 14, Le Chaudron, De, De","19, Route du Moufia",Sainte-Clotilde,,97490,FR
549300CIYIV8X3YYKD65,GATPHARM PARAPHARMACIE,Routé Chambery,"302, Route de Chambéry",Le Versoud,,38420,FR
549300EL3NFPX1F0VK50,MEN&CITIES DEVELOPPEMENT,Rué,"2, Rue de Pfastatt",Illzach,,68110,FR
254900VX6I88BPTCS715,SciEdge,Avenué D.,"9, Avenue Franklin Delano Roosevelt",Paris,FR-IDF,75008,FR
549300K91DJW2PGRP769,OAK OFFICE PROPCO 1 SCI,AV,"78, Avenue Raymond Poincaré",PARIS,,75016,FR
549300KCNIG9SRHRSZ31,POWESTGROUP,Ruè,"3, Rue Pierre Lise",Angers,,49100,FR
254900K62JUTYCA9V465,Fast France Property Holdings,"37 Pierré, Serbié",Avenue Pierre 1er de Serbie,Paris,,75008,FR
549300MHITLOU6INU114,FINDITEC,Rué,"10, Rue de Freiberg",Gentilly,,94250,FR
549300BND7CQC1X4W764,DEVINTECH,ruè,"55, Rue du Simplon",Paris,,75018,FR
5493005GD1RLRJ6FK077,ATS STAR,Rué,"5, Rue des Plantes",Athis-Mons,,91200,FR
254900B2OI7C4IU1X606,Turbocharging Systems France SAS,"ZAC Saumaty Seon, 14 Rue Jean Jacques Vernazza",,Marseillé,,13016,FR
2549003AFYE5VCF0HS03,Pimente Investissement,Gambétta,"141, Cours Gambetta",Lyon,FR-ARA,69003,FR
254900D3GTNLIGN8H292,EEIC FRANCE 1,,"3-5, Rue Saint-Georges",PARÎS,,75009,FR
969500NMPD43TU08NI50,GENERALI RETRAITE,rué,"2, Rue Pillet-Will",PARIS,,75009,FR
5493004LRBZUH5MRCT92,ASSOCIATION RYBN,PôE,"19, Rue Edgar Poe",PARIS,,75109,FR
549300VM7SMH4PBETZ38,SCI MARANA,,"9, Rue Anatole de la Forge",PARIS,,75017,FR
549300TP1ROHQUS59Z14,PRISMAPEX,,"10, Rue de Penthièvre",Paris,,75008,FR
549300NTZZFU1DPNLG28,EADBA,avenué,"7, Avenue Alphonse XIII",Paris,,75016,FR
254900SBA2JC1LZ80252,"""NAKOSTECH SC""",,"3, Rue Maître Albert",Paris,FR-IDF,75005,FR
5493006ECJPQKB61OG07,AlphabetIM,,"102 Bis, Rue de Miromesnil",Paris,,75008,FR
549300V05RVZQNM2TF45,SYMBIOTICS FRANCE SA,,"11, Avenue Delcassé",PARIS,FR-75C,75008,FR
54930011XR7NP326T543,BIMBO QSR Plessis,Rué,"17, Rue de la Mare aux Joncs",PLESSIS PATE,FR-IDF,91220,FR
254900VA33YZOFA33393,PMI (PROMOTION-MONTAGE-INVESTISSEMENT),7 avénué Jean Monnet,,Antony,FR-IDF,92160,FR
549300SQKRRW2ZL0HV50,THICO&CO,Av. President,"96, Avenue du Président Wilson",Les Pavillons-Sous-Bois,,93320,FR
549300L0HHTJGC68TV52,Isabelle Bonnet Consulting,Ruè Saint Sauveur,"45, Rue Saint-Sauveur",Paris,,75002,FR
254900TE7JYDXZUPK491,AGROMANDUEL 1,"Zoné Industrielle Athelia 4, Avénue Jujubiér","147, Avenue du Jujubier",La Ciotat,,13705,FR
2549005GNMN11HKQCT95,TOM,13 Rue de la Mairié,,Anthy-sur-Leman,,74200,FR
5493009F21QVOGVW9V76,277 SH,,"78, Avenue Raymond Poincaré",Paris,,75116,FR
549300NIGIESX4Y6W296,ARNOSTEF,"Dè, Le Pavillon N5","495, Chemin de Seillans",Fayence,,83440,FR
5493002YCYOLELC5Q092,L'ETRIER,Routé,"10, Route de la Seillonne",Pin Balma,,31130,FR
549300V4JNFP4YO7SK72,Astrocyte,,"6, Rue d'Armaillé",Paris,,75017,FR
549300RXN2OD1ONTT283,POWERS INVEST,Aime Ferre,"2, Avenue Aimé Ferré",Verrières-le-Buisson,,91370,FR
2549009JVO0WSOW2IN03,SQUARE CAPITAL (PARIS),10-12 avènuè dè Mèssinè,"10, Avenue de Messine",Paris,FR-IDF,75008,FR
549300SCBWUN748LK624,OLIVIA,41 Rue Louis Pasteur,,ITTENENHEIM,,67117,FR
5493004PY1RCZUQ05J43,YARC CONSEIL,Rué,"9, Rue Anatole de la Forge",Paris,,75017,FR
549300OW0GQ0DH559O41,BAYES,d Armaille,"6, Rue d'Armaillé",Paris,,75017,FR
2549004FKQEQ082T2H43,CERF ULOG MERIGNAC,32-34 avenue Kléber,,Paris,,75016,FR
5493009ZCCRMAMP5QR71,ALTUREN,102B rué,"102, Rue de la ville Mauny",Dinard,,35800,FR
549300I0Z0ZRR7Y27X16,ACTPATRIMONIA,Ruè,"1, Rue de Stockholm",Paris,,75008,FR
2221005M3KHK4C3PL450,ECO IV Equinox SCI,,"4, Rue de Marivaux",Paris,FR-IDF,75002,FR
254900JTE8691ATJ9L88,FIT 1,Dé,"32, Rue de Monceau",Paris,FR-IDF,75008,FR
549300OMSUHYENSZ5X15,PC CONSTRUCTION,Saint Bruno,"37, Rue Saint-Bruno",REIMS,,51100,FR
549300EUMPBJQRYPW774,MIDI FACADE,627 Chémin Des Vignes,,Simiané Collongue,,13109,FR
984500D3CFF4FAE60K52,Blanaz Arbitrage,routé,"50, Route de la Petite Prade",Panazol,FR-ARA,87350,FR
5493001OKX56YWZNY297,EUPRAL,"Zone Activite Du Plateau De La Pilè, 53 Impasse Des Freres Lumiere",,St Cannat,,13760,FR
549300IDSJKCVHRUOJ13,MODUS,Dès,"23, Place des Vosges",Paris,,75003,FR
549300JYQQO24Y3O0651,1404,Avènue Champs-Elysees,"66, Avenue des Champs-Élysées",Paris,,75008,FR
5493003WWE6W2U5RRC65,AL ADAB,74,Avenue de la Libération Charles de Gaulle,Ris-Orangis,,91130,FR
25490013V9VMJXXNUA36,SCI Madele,105 Dés Moines,,Paris,,75017,FR
549300Q6TZDSWKORSC81,AlphaMacro Capital,,"29, Rue de Rechevres",Chartres,,28000,FR
549300V0TLP1736CW452,ADD FINANCE,avenué,"21, Avenue de la Dame Blanche",Fontenay-sous-Bois,,94120,FR
2549000ZIPZ6HZYL5298,P2H,,"139, Chemin des Sangliers",Eygalieres,,13810,FR
254900L8JYIVGCSBGH81,BGO Angel SNC,avènue,"8, Avenue Hoche",PARIS,,75008,FR
5493009YMF4EWVGUY607,TOBAM HOLDING COMPANY,24-26,"24, Avenue des Champs-Élysées",PARIS,FR-75C,75008,FR
549300MOWGCEVCBYQ594,TOBANEXT 2,49/53,"49-53, Avenue des Champs-Élysées",PARIS,FR-75C,75008,FR
549300PZ8BNSCPO7DY61,SHAMASH,"Panama Building, Parc Icade 45 Rue de Villeuneuve",,RUNGIS,,94150,FR
96950074QR6V3MVUJ882,MONEYTAG,,"40, Rue Pascal",PARIS 13,,75013,FR
549300NHXIQMUTUYIV11,ABA HOLDING,Bis Avenue dè,"6, Boulevard de l'Esplanade",Dieppe,,76200,FR
549300496Y5TI3TRV196,SMHF TARIN,30 Rue de Lariboisieré,,Thorigne-Fouillard,,35235,FR
254900G9FTOXTGNMOX28,FPS LGT FOF FRR CI FR S.L.P.,dé,"43, Avenue de Friedland",Paris,,75008,FR
549300N29SQ75Q4EV450,Minuit.Holdings,rué,"44, Rue Minvielle",Bordeaux,,33000,FR
549300ZMHYCZEMNFI492,DRANEB,Rué,"39, Rue des Fauvelles",Courbevoie,,92400,FR
549300BV1U4UP3U7GN81,SECOND ACT,Montmartré,"18, Boulevard Montmartre",Paris,,75009,FR
5493001U1YU14JLWF732,MEGIM FINANCE,,"6, Rue André Lesca",La Teste-de-Buch,,33260,FR
549300C4PB8RO67QLJ08,SAINT OUEN L'AUMONE LOGISTICS,JAUREs,"101-109, Rue Jean Jaurès",LEVALLOIS-PERRET,,92300,FR
549300ZZ5MR0YCOQI482,APERO 37,rué,"55, Rue Jacob Bunel",Tours,,37900,FR
549300XOPSK0N2BM0637,MRV INVEST,rué Michel-Ange,"83, Rue Michel Ange",Paris,,75016,FR
549300TIMCS5UXAGLU74,LUMINAIRES FRANCEL,25/27 Rué,"25, Rue du Bac",Rouen,,76000,FR
549300DFH6WWULF0UG19,MONETINVEST,CHERMIN LAOUVES,"23, Chemin des Lauves",MONTAUROUX,,83440,FR
5493002IV7KWSFEK9O08,ALL DIGITAL NETWORK,Val d'Azur Allée des Mimosas,"76, Route de Biot",Valbonne,,06560,FR
549300GWN1XSO62L1730,2 M CAPITAL,dé,"35, Quai de Grenelle",Paris,,75015,FR
549300O0ZD2QW4PNUR78,LVH,"31, la Marina-App 31","59, Boulevard du Docteur Jules Pouget",Le Touquet-Paris-Plage,,62520,FR
549300HISK0EXEB0S846,OC3 CAPITAL,,"28, Rue de l'Amiral Hamelin",PARIS,,75116,FR
549300I0ILGGVNEKLI51,SCI SOGUI,Lés Rue Pablo Picasso,"3, Carrer de les Picadores",Escaudœuvres,,59161,FR
549300SRI5TCO3RQBQ81,LORKA,Rué dé,"14, Rue de Verdun",Colmar,,68000,FR
54930064D2QR8MP2K631,BG2,dés,"85, Traverse des Romans",Marseillé,,13011,FR
